0,1,-102.48,44.78,89.11,-4974.3265,-3135.1214,12269.175
0,3,-91.9,47.12,82.05,-4350.0959,-5581.8352,-6919.7612
0,1,-89.82,39.71,71.6,-8487.8285,-1216.882,6133.2446
0,2,-85.99,35.95,96.72,-10736.9968,-5214.3753,-2932.304
0,1,-102.75,-9.57,93.2,-8187.3083,-3036.8248,-4350.0303
0,2,-114.41,-26.55,72.65,-6367.4943,-1955.2488,12845.0271
0,1,-113.97,43.86,72.71,-1277.6791,-1118.6114,2323.5646
0,3,-98.48,9.21,89.47,-6934.7056,-2255.3482,2869.8945
0,3,-116.43,39.51,79.32,-2046.9575,-5196.0267,3861.2516
0,3,-118.61,18.89,79.69,-645.4817,-2963.2133,1342.1308
0,1,-111.05,-35.53,73.35,-6813.8694,-3482.5154,-4925.8467
0,2,-98.95,22.84,74.43,-5488.0812,-5962.793,12992.1711
0,2,-87.89,-39.79,72.74,-11557.0406,-6346.9061,-5194.6396
0,1,-86.68,7.48,92.05,-4080.6272,-2178.665,7627.6686
0,3,-95.69,-5.88,72.43,-9287.1737,-3025.6774,-5144.8842
0,3,-108.41,19.26,70.73,-9710.0332,-3615.228,12893.4274
0,1,-92.85,-10.1,67,-6318.0551,-4387.8446,-4563.4146
0,1,-114.03,11.72,68.83,-11382.8668,-2674.2444,4584.6759
0,1,-109.9,44.42,84.01,-3901.6733,-1606.3022,-3915.5516
0,1,-109.29,13.21,92.34,-3161.7285,-4975.5663,-587.3678
0,1,-119.01,-0.78,78.44,-12269.7776,-3392.2542,6317.5664
0,3,-96.35,-9.49,95.93,-6142.5736,-3796.2366,5245.821
0,1,-106.48,45.13,88.69,-9922.2755,-2754.7347,839.31
0,3,-116.49,33.89,66.36,-1589.722,-5024.1696,8111.5404
0,1,-109.57,17.99,97.46,-6914.7328,-1286.0989,-4957.376
0,1,-91.37,34.41,62.52,-5923.1222,-2391.2079,5725.8704
0,2,-115.81,35.6,87.72,-1691.3936,-6330.7136,-6999.8503
0,1,-92.74,-32.9,64.38,-3086.4273,-2892.3645,-1547.2498
0,1,-97.12,28.23,83.12,-6726.448,-3673.1868,3470.5202
0,1,-83,-27.02,93.66,-12698.4957,-6444.0725,12005.5299
0,2,-105.62,15.84,78.43,-9330.158,-5530.8121,541.0679
0,3,-117.91,-30.79,65.85,-11881.154,-3420.3976,2704.0486
0,1,-109.78,-11.55,83.42,-2131.3758,-6690.2593,1815.8146
0,3,-82.96,46.71,61.89,-12433.1711,-4876.1829,5884.5239
0,3,-96.1,-30.94,91.84,-8290.2459,-5759.4644,154.3173
0,1,-104.23,-30.71,72.8,-4517.6872,-5166.6489,6127.2824
0,2,-83.94,39.5,80.62,-9424.8316,-5370.5354,8501.9754
0,3,-89.03,-0.27,96.99,-12595.243,-2629.0114,-1474.28
0,1,-110.55,36.18,76.63,-5039.0206,-3943.6195,2073.7619
0,1,-94.3,-20.24,60.85,-3433.6799,-5245.6724,10820.9116
0,2,-81.63,6.81,77.46,-12887.3122,-1489.5961,-1929.3169
0,1,-96.49,17.41,88.65,-8645.4439,-4620.9135,-5728.1845
0,1,-100.59,-21.01,81.1,-3762.9203,-1049.5046,5698.8004
0,1,-96.2,49.07,87.52,-11172.8878,-1904.7943,-5945.9968
0,2,-89.65,7.73,90.1,-6521.0666,-5938.023,-6269.4275
0,2,-97.9,0.29,68.43,-3071.9439,-2781.6147,10278.1651
0,1,-113.83,-27.52,84.93,-12495.5462,-1118.879,4698.0443
0,3,-80.44,10.68,63.45,-3108.4078,-5113.3292,-4046.605
0,1,-104.59,-32.34,98.05,-4364.179,-3593.4569,5207.5265
0,2,-119.38,43.13,95.17,-5780.2841,-4326.8294,994.8557
0,1,-108.14,-32.12,85.86,-5211.4023,-5229.2161,6357.278
0,3,-91.93,-38.89,65.1,-4803.0751,-6639.7585,-3829.6133
0,3,-81.73,19.02,98.59,-2322.9903,-3611.1972,11490.2303
0,2,-103.93,-7.07,70.74,-5586.8371,-1615.3473,-4730.6785
0,1,-116.13,-27.11,82.19,-11074.6431,-6169.4092,2095.4951
0,3,-108.01,3.23,70.51,-9856.7757,-3659.7481,10803.758
0,3,-83.21,-38.19,99.91,-8363.4391,-4938.7251,9152.3887
0,3,-112.87,-18.11,99.04,-9314.1541,-3495.7571,9387.7537
0,2,-89.27,-27.81,81.23,-7033.1631,-3922.2481,-5660.8122
0,2,-94.57,-5.65,65.59,-3276.0632,-2123.3803,-3481.9017
0,3,-93.23,-4.08,79.76,-1635.2161,-6590.5258,10226.8749
0,3,-112.31,-20.38,93.29,-2632.4329,-2960.5813,-2028.2304
0,1,-108.12,-16.13,99.16,-6831.7073,-6117.1679,-6285.1343
0,3,-88.15,-28.75,72.69,-7366.9105,-5402.9655,3223.7977
0,2,-80.04,-13.31,88.87,-10028.2775,-4401.1402,8153.6885
0,3,-118.43,30.28,95.75,-12907.9247,-1526.5458,9103.516
0,2,-91.58,19.57,68.84,-6741.2312,-2430.8837,5543.0164
0,2,-96.69,-26.92,84.84,-8254.346,-2786.984,6166.5238
